graph,w,removed,dt,fly,sd,s150,s150_MN9_L,s150_active,s80,s80_MN9_L,s80_active,s40,s40_MN9_L,s40_active,s150_l100,s150_l100_MN9_L,s150_l100_active,s150_l150,s150_l150_MN9_L,s150_l150_active,s80_l100,s80_l100_MN9_L,s80_l100_active,s40_l100,s40_l100_MN9_L,s40_l100_active,s150_lL150,s150_lL150_MN9_L,s150_lL150_active,s150_lR150,s150_lR150_MN9_L,s150_lR150_active,loom,loom_MN9_L,loom_active
malecns_ge5,0.152,PVLP069_both,0.2,7,1.0,70.2,140.4,8349.6,6.4,12.8,206.6,0.2,0.4,85.6,54.2,108.4,9341.8,37.0,74.0,9751.2,0.0,0.0,2537.6,0.0,0.0,2423.6,62.2,124.0,9194.6,66.4,132.8,9122.0,387.6,0.0,2761.6
malecns_ge5,0.152,PVLP069_both,0.2,10,1.0,67.0,134.0,5649.8,26.2,52.4,354.6,1.4,2.8,86.6,51.8,102.8,5143.0,24.4,48.8,7991.8,0.0,0.0,2456.2,0.0,0.0,2458.4,58.0,113.6,6055.2,59.800000000000004,118.4,4888.8,396.0,0.0,2773.8
malecns_ge5,0.152,PVLP069_both,0.2,8,1.0,60.0,119.6,8210.2,26.4,52.8,8141.0,0.6,1.2,82.2,39.0,78.0,9342.2,28.8,57.6,9657.0,15.4,30.8,9296.0,0.0,0.0,2454.6,46.800000000000004,93.2,9118.8,56.4,110.8,8924.6,383.0,0.0,2789.2
malecns_ge5,0.152,intact,0.1,1,0.5,67.4,134.8,8044.4,12.6,25.2,294.0,0.4,0.8,72.6,39.2,78.4,9403.2,25.4,50.8,9723.8,0.0,0.0,2483.8,0.0,0.0,2454.2,55.0,109.2,9116.0,52.6,104.8,9186.0,386.0,0.0,2736.0
malecns_ge5,0.152,intact,0.1,2,0.5,63.4,126.8,8066.0,11.8,23.6,257.2,1.2,2.4,83.0,44.8,89.6,9470.2,26.8,53.6,9792.8,0.0,0.0,2549.4,0.0,0.0,2492.6,55.400000000000006,110.4,9249.8,56.400000000000006,112.4,9263.0,385.4,0.0,2808.6
malecns_ge5,0.152,intact,0.1,3,0.5,70.2,140.4,7718.6,15.2,30.4,263.0,1.0,2.0,85.8,43.0,86.0,9391.2,31.2,62.4,9692.2,0.0,0.0,2534.4,0.0,0.0,2536.8,56.2,112.4,8576.4,59.0,118.0,9060.8,385.8,0.0,2812.2
malecns_ge5,0.152,intact,0.1,4,0.5,55.4,110.8,7952.0,14.2,28.4,251.4,0.0,0.0,68.2,34.6,69.2,9361.0,27.4,54.8,9660.6,0.0,0.0,2515.0,0.0,0.0,2485.2,41.8,83.6,9050.2,44.2,88.4,9080.4,383.4,0.0,2838.0
malecns_ge5,0.152,intact,0.1,9,0.5,72.6,145.2,7581.8,20.0,40.0,368.8,1.0,2.0,68.6,42.8,85.6,9328.0,22.8,45.6,8530.6,0.0,0.0,2470.8,0.0,0.0,2458.8,61.8,123.6,8774.0,59.6,119.2,8580.4,381.2,0.0,2718.8
malecns_ge5,0.152,intact,0.1,5,0.5,66.0,132.0,7692.0,13.8,27.6,249.6,0.6,1.2,77.4,39.6,79.2,9355.0,27.4,54.8,9684.0,0.0,0.0,2512.0,0.0,0.0,2500.2,48.0,96.0,9020.6,52.400000000000006,104.4,8901.4,387.8,0.0,2805.8
malecns_ge5,0.152,intact,0.1,8,0.5,66.4,132.0,7583.6,16.6,33.2,262.8,0.6,1.2,75.4,35.4,70.8,9324.4,20.0,40.0,9622.0,0.0,0.0,2503.6,0.0,0.0,2469.8,52.800000000000004,104.4,8975.4,49.6,98.8,8200.8,384.6,0.0,2738.6
malecns_ge5,0.152,intact,0.1,6,0.5,57.2,114.4,7843.8,12.4,24.8,299.4,1.0,2.0,83.8,36.0,72.0,9495.4,29.4,58.8,9795.0,0.0,0.0,2516.2,0.0,0.0,2525.2,44.2,88.4,8801.8,46.4,92.8,9003.2,387.4,0.0,2803.0
malecns_ge5,0.152,intact,0.1,10,0.5,63.8,127.6,4845.6,17.0,34.0,279.0,1.4,2.8,73.2,33.6,67.2,8807.4,19.6,39.2,7991.4,0.0,0.0,2547.6,0.0,0.0,2510.4,56.4,111.6,7567.4,48.6,97.2,8588.8,390.6,0.0,2792.4
malecns_ge5,0.152,intact,0.1,7,0.5,67.2,134.4,7772.6,12.0,24.0,240.4,0.8,1.6,88.6,43.2,86.4,9381.2,29.0,58.0,9609.2,0.0,0.0,2499.6,0.0,0.0,2477.2,54.8,109.6,9138.0,54.4,108.8,9084.6,386.8,0.0,2818.2
malecns_ge5,0.152,PVLP069_L,0.1,1,0.5,67.4,134.8,8044.4,12.6,25.2,294.0,0.4,0.8,72.6,49.4,98.8,9390.2,25.0,50.0,9640.2,0.0,0.0,2387.4,0.0,0.0,2358.2,56.0,110.8,9049.8,51.0,101.6,9158.6,385.4,0.0,2674.0
malecns_ge5,0.152,PVLP069_L,0.1,2,0.5,63.4,126.8,8066.0,11.8,23.6,257.2,1.2,2.4,83.0,47.2,94.4,9375.6,27.8,55.6,9725.4,0.0,0.0,2420.0,0.0,0.0,2379.4,51.8,102.8,9050.2,56.800000000000004,113.2,9217.2,385.2,0.0,2744.0
malecns_ge5,0.152,PVLP069_L,0.1,3,0.5,70.2,140.4,7718.6,15.2,30.4,263.0,1.0,2.0,85.8,42.6,85.2,9335.0,32.0,64.0,9640.4,0.0,0.0,2486.0,0.0,0.0,2459.2,55.6,110.8,8598.0,52.4,104.8,8856.6,385.4,0.0,2750.6
malecns_ge5,0.152,PVLP069_L,0.1,4,0.5,55.4,110.8,7952.0,14.2,28.4,251.4,0.0,0.0,68.2,36.6,73.2,9284.0,27.8,55.6,9584.4,0.0,0.0,2395.4,0.0,0.0,2391.6,43.0,86.0,8687.0,44.0,88.0,8984.0,383.0,0.0,2729.2
